street_path,best_aerial_path,match_count
data/fusion/train/images/street/train/street_0159.png,data/fusion/train/images/aerial/aerial_0013.png,50
data/fusion/train/images/street/train/street_0160.png,data/fusion/train/images/aerial/aerial_0146.png,48
data/fusion/train/images/street/train/street_0161.png,data/fusion/train/images/aerial/aerial_0136.png,57
data/fusion/train/images/street/train/street_0162.png,data/fusion/train/images/aerial/aerial_0395.png,56
data/fusion/train/images/street/train/street_0163.png,data/fusion/train/images/aerial/aerial_0318.png,56
data/fusion/train/images/street/train/street_0164.png,data/fusion/train/images/aerial/aerial_0163.png,49
data/fusion/train/images/street/train/street_0165.png,data/fusion/train/images/aerial/aerial_0041.png,37
data/fusion/train/images/street/train/street_0166.png,data/fusion/train/images/aerial/aerial_0040.png,27
data/fusion/train/images/street/train/street_0167.png,data/fusion/train/images/aerial/aerial_0298.png,21
data/fusion/train/images/street/train/street_0168.png,data/fusion/train/images/aerial/aerial_0282.png,25
data/fusion/train/images/street/train/street_0169.png,data/fusion/train/images/aerial/aerial_0190.png,29
data/fusion/train/images/street/train/street_0170.png,data/fusion/train/images/aerial/aerial_0321.png,28
data/fusion/train/images/street/train/street_0171.png,data/fusion/train/images/aerial/aerial_0322.png,36
data/fusion/train/images/street/train/street_0172.png,data/fusion/train/images/aerial/aerial_0275.png,19
data/fusion/train/images/street/train/street_0173.png,data/fusion/train/images/aerial/aerial_0004.png,27
data/fusion/train/images/street/train/street_0174.png,data/fusion/train/images/aerial/aerial_0286.png,28
data/fusion/train/images/street/train/street_0175.png,data/fusion/train/images/aerial/aerial_0413.png,25
data/fusion/train/images/street/train/street_0176.png,data/fusion/train/images/aerial/aerial_0393.png,30
data/fusion/train/images/street/train/street_0177.png,data/fusion/train/images/aerial/aerial_0304.png,29
data/fusion/train/images/street/train/street_0178.png,data/fusion/train/images/aerial/aerial_0311.png,25
data/fusion/train/images/street/train/street_0179.png,data/fusion/train/images/aerial/aerial_0386.png,28
data/fusion/train/images/street/train/street_0180.png,data/fusion/train/images/aerial/aerial_0290.png,25
data/fusion/train/images/street/train/street_0181.png,data/fusion/train/images/aerial/aerial_0043.png,29
data/fusion/train/images/street/train/street_0182.png,data/fusion/train/images/aerial/aerial_0298.png,36
data/fusion/train/images/street/train/street_0183.png,data/fusion/train/images/aerial/aerial_0041.png,48
data/fusion/train/images/street/train/street_0184.png,data/fusion/train/images/aerial/aerial_0034.png,43
data/fusion/train/images/street/train/street_0185.png,data/fusion/train/images/aerial/aerial_0180.png,44
data/fusion/train/images/street/train/street_0186.png,data/fusion/train/images/aerial/aerial_0310.png,45
data/fusion/train/images/street/train/street_0187.png,data/fusion/train/images/aerial/aerial_0296.png,41
data/fusion/train/images/street/train/street_0188.png,data/fusion/train/images/aerial/aerial_0041.png,46
data/fusion/train/images/street/train/street_0189.png,data/fusion/train/images/aerial/aerial_0182.png,49
data/fusion/train/images/street/train/street_0190.png,data/fusion/train/images/aerial/aerial_0013.png,49
data/fusion/train/images/street/train/street_0191.png,data/fusion/train/images/aerial/aerial_0013.png,44
data/fusion/train/images/street/train/street_0192.png,data/fusion/train/images/aerial/aerial_0292.png,40
data/fusion/train/images/street/train/street_0193.png,data/fusion/train/images/aerial/aerial_0042.png,44
data/fusion/train/images/street/train/street_0194.png,data/fusion/train/images/aerial/aerial_0376.png,45
data/fusion/train/images/street/train/street_0195.png,data/fusion/train/images/aerial/aerial_0013.png,47
data/fusion/train/images/street/train/street_0196.png,data/fusion/train/images/aerial/aerial_0012.png,39
data/fusion/train/images/street/train/street_0197.png,data/fusion/train/images/aerial/aerial_0022.png,40
data/fusion/train/images/street/train/street_0198.png,data/fusion/train/images/aerial/aerial_0172.png,58
data/fusion/train/images/street/train/street_0199.png,data/fusion/train/images/aerial/aerial_0013.png,46
data/fusion/train/images/street/train/street_0200.png,data/fusion/train/images/aerial/aerial_0375.png,37
data/fusion/train/images/street/train/street_0201.png,data/fusion/train/images/aerial/aerial_0413.png,31
data/fusion/train/images/street/train/street_0202.png,data/fusion/train/images/aerial/aerial_0386.png,40
data/fusion/train/images/street/train/street_0203.png,data/fusion/train/images/aerial/aerial_0285.png,28
data/fusion/train/images/street/train/street_0204.png,data/fusion/train/images/aerial/aerial_0413.png,27
data/fusion/train/images/street/train/street_0205.png,data/fusion/train/images/aerial/aerial_0312.png,40
data/fusion/train/images/street/train/street_0206.png,data/fusion/train/images/aerial/aerial_0014.png,45
data/fusion/train/images/street/train/street_0207.png,data/fusion/train/images/aerial/aerial_0127.png,30
data/fusion/train/images/street/train/street_0208.png,data/fusion/train/images/aerial/aerial_0404.png,38
data/fusion/train/images/street/train/street_0209.png,data/fusion/train/images/aerial/aerial_0004.png,41
data/fusion/train/images/street/train/street_0210.png,data/fusion/train/images/aerial/aerial_0023.png,28
data/fusion/train/images/street/train/street_0211.png,data/fusion/train/images/aerial/aerial_0367.png,33
data/fusion/train/images/street/train/street_0212.png,data/fusion/train/images/aerial/aerial_0155.png,34
data/fusion/train/images/street/train/street_0213.png,data/fusion/train/images/aerial/aerial_0154.png,30
data/fusion/train/images/street/train/street_0214.png,data/fusion/train/images/aerial/aerial_0015.png,30
data/fusion/train/images/street/train/street_0215.png,data/fusion/train/images/aerial/aerial_0024.png,33
data/fusion/train/images/street/train/street_0216.png,data/fusion/train/images/aerial/aerial_0394.png,35
data/fusion/train/images/street/train/street_0217.png,data/fusion/train/images/aerial/aerial_0321.png,27
data/fusion/train/images/street/train/street_0218.png,data/fusion/train/images/aerial/aerial_0035.png,18
data/fusion/train/images/street/train/street_0219.png,data/fusion/train/images/aerial/aerial_0014.png,15
data/fusion/train/images/street/train/street_0220.png,data/fusion/train/images/aerial/aerial_0198.png,61
data/fusion/train/images/street/train/street_0221.png,data/fusion/train/images/aerial/aerial_0300.png,62
data/fusion/train/images/street/train/street_0222.png,data/fusion/train/images/aerial/aerial_0301.png,59
data/fusion/train/images/street/train/street_0223.png,data/fusion/train/images/aerial/aerial_0145.png,51
data/fusion/train/images/street/train/street_0224.png,data/fusion/train/images/aerial/aerial_0145.png,51
data/fusion/train/images/street/train/street_0225.png,data/fusion/train/images/aerial/aerial_0395.png,48
data/fusion/train/images/street/train/street_0226.png,data/fusion/train/images/aerial/aerial_0302.png,51
data/fusion/train/images/street/train/street_0227.png,data/fusion/train/images/aerial/aerial_0041.png,44
data/fusion/train/images/street/train/street_0228.png,data/fusion/train/images/aerial/aerial_0320.png,56
data/fusion/train/images/street/train/street_0229.png,data/fusion/train/images/aerial/aerial_0163.png,52
data/fusion/train/images/street/train/street_0230.png,data/fusion/train/images/aerial/aerial_0285.png,32
data/fusion/train/images/street/train/street_0231.png,data/fusion/train/images/aerial/aerial_0358.png,38
data/fusion/train/images/street/train/street_0232.png,data/fusion/train/images/aerial/aerial_0311.png,44
data/fusion/train/images/street/train/street_0233.png,data/fusion/train/images/aerial/aerial_0394.png,39
data/fusion/train/images/street/train/street_0234.png,data/fusion/train/images/aerial/aerial_0190.png,47
data/fusion/train/images/street/train/street_0235.png,data/fusion/train/images/aerial/aerial_0015.png,42
data/fusion/train/images/street/train/street_0236.png,data/fusion/train/images/aerial/aerial_0043.png,48
data/fusion/train/images/street/train/street_0237.png,data/fusion/train/images/aerial/aerial_0128.png,41
data/fusion/train/images/street/train/street_0238.png,data/fusion/train/images/aerial/aerial_0155.png,46
data/fusion/train/images/street/train/street_0239.png,data/fusion/train/images/aerial/aerial_0156.png,40
data/fusion/train/images/street/train/street_0240.png,data/fusion/train/images/aerial/aerial_0293.png,38
data/fusion/train/images/street/train/street_0241.png,data/fusion/train/images/aerial/aerial_0051.png,39
data/fusion/train/images/street/train/street_0242.png,data/fusion/train/images/aerial/aerial_0296.png,53
data/fusion/train/images/street/train/street_0243.png,data/fusion/train/images/aerial/aerial_0181.png,60
data/fusion/train/images/street/train/street_0244.png,data/fusion/train/images/aerial/aerial_0004.png,63
data/fusion/train/images/street/train/street_0245.png,data/fusion/train/images/aerial/aerial_0004.png,56
data/fusion/train/images/street/train/street_0246.png,data/fusion/train/images/aerial/aerial_0003.png,76
data/fusion/train/images/street/train/street_0247.png,data/fusion/train/images/aerial/aerial_0156.png,67
data/fusion/train/images/street/train/street_0248.png,data/fusion/train/images/aerial/aerial_0301.png,61
data/fusion/train/images/street/train/street_0249.png,data/fusion/train/images/aerial/aerial_0156.png,57
data/fusion/train/images/street/train/street_0250.png,data/fusion/train/images/aerial/aerial_0174.png,67
data/fusion/train/images/street/train/street_0251.png,data/fusion/train/images/aerial/aerial_0174.png,84
data/fusion/train/images/street/train/street_0252.png,data/fusion/train/images/aerial/aerial_0156.png,68
data/fusion/train/images/street/train/street_0253.png,data/fusion/train/images/aerial/aerial_0156.png,81
data/fusion/train/images/street/train/street_0254.png,data/fusion/train/images/aerial/aerial_0165.png,91
data/fusion/train/images/street/train/street_0255.png,data/fusion/train/images/aerial/aerial_0165.png,105
data/fusion/train/images/street/train/street_0256.png,data/fusion/train/images/aerial/aerial_0165.png,100
data/fusion/train/images/street/train/street_0257.png,data/fusion/train/images/aerial/aerial_0165.png,116
data/fusion/train/images/street/train/street_0258.png,data/fusion/train/images/aerial/aerial_0165.png,112
data/fusion/train/images/street/train/street_0259.png,data/fusion/train/images/aerial/aerial_0165.png,116
data/fusion/train/images/street/train/street_0260.png,data/fusion/train/images/aerial/aerial_0165.png,124
data/fusion/train/images/street/train/street_0261.png,data/fusion/train/images/aerial/aerial_0165.png,110
data/fusion/train/images/street/train/street_0262.png,data/fusion/train/images/aerial/aerial_0165.png,116
data/fusion/train/images/street/train/street_0263.png,data/fusion/train/images/aerial/aerial_0174.png,125
data/fusion/train/images/street/train/street_0264.png,data/fusion/train/images/aerial/aerial_0034.png,32
data/fusion/train/images/street/train/street_0265.png,data/fusion/train/images/aerial/aerial_0171.png,26
data/fusion/train/images/street/train/street_0266.png,data/fusion/train/images/aerial/aerial_0368.png,38
data/fusion/train/images/street/train/street_0267.png,data/fusion/train/images/aerial/aerial_0182.png,49
data/fusion/train/images/street/train/street_0268.png,data/fusion/train/images/aerial/aerial_0375.png,45
data/fusion/train/images/street/train/street_0269.png,data/fusion/train/images/aerial/aerial_0051.png,32
data/fusion/train/images/street/train/street_0270.png,data/fusion/train/images/aerial/aerial_0006.png,39
data/fusion/train/images/street/train/street_0271.png,data/fusion/train/images/aerial/aerial_0022.png,33
data/fusion/train/images/street/train/street_0272.png,data/fusion/train/images/aerial/aerial_0368.png,33
data/fusion/train/images/street/train/street_0273.png,data/fusion/train/images/aerial/aerial_0274.png,49
data/fusion/train/images/street/train/street_0274.png,data/fusion/train/images/aerial/aerial_0318.png,43
data/fusion/train/images/street/train/street_0275.png,data/fusion/train/images/aerial/aerial_0021.png,35
data/fusion/train/images/street/train/street_0276.png,data/fusion/train/images/aerial/aerial_0295.png,42
data/fusion/train/images/street/train/street_0277.png,data/fusion/train/images/aerial/aerial_0153.png,34
data/fusion/train/images/street/train/street_0278.png,data/fusion/train/images/aerial/aerial_0366.png,32
data/fusion/train/images/street/train/street_0279.png,data/fusion/train/images/aerial/aerial_0375.png,35
data/fusion/train/images/street/train/street_0280.png,data/fusion/train/images/aerial/aerial_0310.png,32
data/fusion/train/images/street/train/street_0281.png,data/fusion/train/images/aerial/aerial_0305.png,29
data/fusion/train/images/street/train/street_0282.png,data/fusion/train/images/aerial/aerial_0127.png,29
data/fusion/train/images/street/train/street_0283.png,data/fusion/train/images/aerial/aerial_0291.png,31
data/fusion/train/images/street/train/street_0284.png,data/fusion/train/images/aerial/aerial_0155.png,35
data/fusion/train/images/street/train/street_0285.png,data/fusion/train/images/aerial/aerial_0145.png,41
data/fusion/train/images/street/train/street_0286.png,data/fusion/train/images/aerial/aerial_0375.png,203
data/fusion/train/images/street/train/street_0287.png,data/fusion/train/images/aerial/aerial_0375.png,191
data/fusion/train/images/street/train/street_0288.png,data/fusion/train/images/aerial/aerial_0375.png,168
data/fusion/train/images/street/train/street_0289.png,data/fusion/train/images/aerial/aerial_0375.png,127
data/fusion/train/images/street/train/street_0290.png,data/fusion/train/images/aerial/aerial_0375.png,116
data/fusion/train/images/street/train/street_0291.png,data/fusion/train/images/aerial/aerial_0320.png,93
data/fusion/train/images/street/train/street_0292.png,data/fusion/train/images/aerial/aerial_0393.png,85
data/fusion/train/images/street/train/street_0293.png,data/fusion/train/images/aerial/aerial_0320.png,78
data/fusion/train/images/street/train/street_0294.png,data/fusion/train/images/aerial/aerial_0375.png,63
data/fusion/train/images/street/train/street_0295.png,data/fusion/train/images/aerial/aerial_0320.png,57
data/fusion/train/images/street/train/street_0296.png,data/fusion/train/images/aerial/aerial_0320.png,45
data/fusion/train/images/street/train/street_0297.png,data/fusion/train/images/aerial/aerial_0298.png,49
data/fusion/train/images/street/train/street_0298.png,data/fusion/train/images/aerial/aerial_0298.png,44
data/fusion/train/images/street/train/street_0299.png,data/fusion/train/images/aerial/aerial_0366.png,45
data/fusion/train/images/street/train/street_0300.png,data/fusion/train/images/aerial/aerial_0015.png,50
data/fusion/train/images/street/train/street_0301.png,data/fusion/train/images/aerial/aerial_0303.png,55
data/fusion/train/images/street/train/street_0302.png,data/fusion/train/images/aerial/aerial_0015.png,46
